t,y1,y2
11.8,6.82426649495426,7.27881194951889
11.9,6.83314690639702,7.28769236095785
12,6.84185146810791,7.29639692266569
12.1,6.85038366225991,7.30492911681525
12.2,6.8587469020721,7.31329235662536
12.3,6.86694453317496,7.32148998772655
12.4,6.87497983494887,7.32952528949913
12.5,6.88285602183609,7.3374014763853
12.6,6.89057624462642,7.34512169917477
12.7,6.89814359171775,7.35268904626563
12.8,6.90556109035179,7.36010654489919
12.9,6.91283170782484,7.36737716237175
13,6.9199583526745,7.37450380722123
13.1,6.92694387584394,7.38148933039051
13.2,6.93379107182195,7.3883365263683
13.3,6.94050267976074,7.39504813430692
13.4,6.94708138457203,7.40162683911806
13.5,6.95352981800093,7.40807527254675
13.6,6.95985055967871,7.41439601422446
13.7,6.96604613815494,7.42059159270064
13.8,6.97211903190891,7.42666448645456
13.9,6.97807167034102,7.43261712488662
14,6.98390643474468,7.43845188929026
14.1,6.98962565925925,7.44417111380481
14.2,6.99523163180315,7.44977708634876
14.3,7.00072659498984,7.45527204953542
14.4,7.0061127470243,7.46065820156978
14.5,7.01139224258278,7.46593769712825
14.6,7.01656719367473,7.4711126482202
14.7,7.02163967048765,7.47618512503312
14.8,7.02661170221517,7.48115715676063
14.9,7.03148527786888,7.48603073241434
15,7.03626234707402,7.49080780161948
